date,location,morning,afternoon,evening,alcohol?,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,notes
6/7/20,"PL, Pod",8,8,3,a bit,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,I_Fr_1_Fam_2,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H,T_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,I_Fam_2_Fr_1,I_Fam_2_Fr_1,ExL_Fr_1_Fam_1,Ch_Fam_3_Fr_1,Ch_Fam_3_Fr_1,WI-i,WI-i,WI-i,C-b,C-b,C-b,C-b,C-b,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,H,C-tv,C-tv,C-tv,
7/7/20,"PL, Pod",,,,a bit,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H_Fr_1,H_Fr_1,H_Fr_1,H_Fr_1_Fam_4,H_Fr_1_Fam_4,H,H,T C-b,T C-b,T C-b,T C-b,T C-b,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Q-ch,H_Fr_1,H_Fr_1,H_Fr_1,C-b,C-b,C-b,C-b,C-b,C-b,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch-e_Fr_3,Ch-e_Fr_3,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,C-tv,C-tv,C-tv,C-tv,H,S,S,S,
8/7/20,"PL, Pod",,,,a bit,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H_Fr_1,H_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Q-ch_Fam_4_Fr_1,Q-ch_Fam_4_Fr_1,Q-ch_Fam_4_Fr_1,H,T_Fam_1_Fr_1,H_Fr_1,H_Fr_1,H_Fr_1,Ch_Fr_1,H,H,Q-ch_Fr_1,C-b,Q-ch_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,H,C-b,C-b,C-b,C-b,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,
9/7/20,"PL, Pod",,,,a bit,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H,T_Fam_1_Fr_1,H,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H,Q-ch_Fr_1,C-b,C-b,C-b,C-b,C-b,C-b,Q-ch,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H,H,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,Ch_Fam_4_Fr_1,H_Fr_1,H_Fr_1,H_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,
10/7/20,"PL, Pod",,,,a bit,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H_Fr_1,H_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H,I,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Q-ch_Fam_2_Fr_1,H,T_Fam_1_Fr_1,T_Fam_1_Fr_1,Q-ch,H,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,H,H,Q-ch_Fam_2_Fr_1,Q-ch_Fam_2_Fr_1,Q-ch_Fam_2_Fr_1,Q-ch_Fam_2_Fr_1,C-b,C-b,C-b,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,
11/7/20,"PL, Pod",,,,a bit,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-bl,H,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,Q-bl,T C-b,T C-b,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,T,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,T C-b,T C-b,ExL_Fam_4_Fr_1,ExL_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,H_Fam_4_Fr_1,T C-b,T C-b,T C-b,Q-ch_Fam_2_Fr_1,Q-ch_Fam_2_Fr_1,Q-ch_Fam_2_Fr_1,WI-ger,WI-ger,WI-ger,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Q-bl,Q-bl,Q-bl,Q-bl,Q-yt_Fr_1,Q-yt_Fr_1,Q-yt_Fr_1,Q-yt_Fr_1,Q-yt_Fr_1,Q-bl,
12/7/20,"PL, Pod",6,6,3,a bit,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-bl,H,H_Fam_4_Fr_1,H_Fam_4_Fr_1,Q_Fr_1_Fam_1,Q_Fr_1_Fam_1,T C-b,T C-b,T C-b,Q_Fam_3_Fr_1,Q_Fam_3_Fr_1,T C-b,T C-b,ExL_Fam_3_Fr_1,Q_Fam_3_Fr_1,Q_Fam_3_Fr_1,ExL_Fam_3_Fr_1,T C-b,T C-b,T C-b,T C-b,ExL_Fam_4_Fr_1,I_Fam_1_Fr_1,H_Fam_3_Fr_1,T C-b,Q_Fam_4_Fr_1,Q_Fam_4_Fr_1,Q_Fam_4_Fr_1,Q_Fam_4_Fr_1,T C-b,T C-b,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,Ch_Fam_2_Fr_1,WI-ger,WI-ger,WI-ger,H_Fam_4_Fr_1,H_Fam_4_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,I,I,I,I,Q-n_Fam_1_Fr_1_R_2,Ch_R_2_Fr_1,Ch_Fr_1,Ch_Fr_1,P-sm_Fr_1,P-sm_Fr_1,P-sm_Fr_1,P-sm_Fr_1,P-sm_Fr_1,H,S,S,
13/7/20,"PL, Pod",4,5,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_2,Ch_Fam_2,H_Fam_1_Fr_1,H_Fam_1_Fr_1,I_Fr_1_Fam_1,T_Fam_4,T_Fam_4,T WI-ger,T WI-ger,T Ch_Fam_2_Fr_1,T Ch_Fam_2_Fr_1,T Ch_Fam_2_Fr_1,T Ch_Fam_2_Fr_1,T Ch_Fam_2_Fr_1,T Ch_Fam_2_Fr_1,T Ch_Fam_1,T C-b,T C-b,H,Ch_Fam_2,T C-b,T C-b,T Ch_Fam_1,T Ch_Fam_1,T Ch_Fam_1,T C-b,T C-b,T Ch_Fam_1,T Ch_Fam_1,T Ch_Fam_1,T Ch_Fam_1,T Ch_Fam_1,WL-a,WL-a,WL-a,WL-a,Ch_Fam_1,Ch_Fam_1,WL-a,WL-a,WL-a,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,P-sm,P-sm,Ch_Fam_4,C-b,WL-a,WL-a,WL-a,WL-a,Ch_Fam_3,WI-ger,WI-ger,WI-ger,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,Q-bl,Q-bl,Q-bl,Q-bl,
14/7/20,"PL, Krk",6,5,4,no,Q-bl,Q-bl,P-p,P-p,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,H,Ch_Fam_1,Ch_Fam_1,WL-ger,WL-a,WL-a,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,H,Q-bl,P-sm,WL-a,WI-ger,WI-ger,WI-ger,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,H,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,ExL_Fam_2,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,T_Fam_2,H_Fam_2,T Q-bl,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WL-a,WL-a,Q-bl,P-sm,Q-yt,Q-yt,C-b,C-b,P-sm,Q-yt,Q-yt,Q-yt,Q-yt,Q-bl,Q-bl,Q-bl,
15/7/20,"PL, Pos",5,5,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,Ch_Fam_2,Ch_Fam_2,WI-ger,H,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q,Q,Q,Q,Q,Q,Q,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,ExL,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_2,Ch_Fam_2,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q-ch,Q-ch,WL-a,WL-a,WL-a,Q-m,Q-m,Q-m,Q-m,Q-m,Q-m,Q-m,Q-m,Q-m,Q-m,
16/7/20,"PL, Pos",5,5,5,no,Q-m,Q-m,Q-m,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,H,WI-ger,WI-ger,WI-ger,WI-ger,WL-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,C-b,C-b,C-b,P-p,H,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,WI-i,Ch_Fam_1,WI-i,WI-i,WI-i,WL-i,WL-i,WL-i,WL-i,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
17/7/20,"PL, Pos",3,5,5,no,C-b,WI-i,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,H,Ch_Fam_1,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_1,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,P-sm,C-b,C-b,C-b,C-b,C-b,WL-a,WL-a,WL-a,WL-a,Ch_Fam_1,Ch_Fam_1,WL-a,WL-i,WI-i Q-p,WI-i Q-p,WI-i Q-p,WI-i Q-p,WI-i Q-p,WI-i Q-p,WI-i Q-p,Q-ch,C-b,C-b,C-b,C-b,C-b,C-b,
18/7/20,"PL, Krk",5,6,7,no,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,T_Fam_1,T_Fam_1,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,T_Fam_1,T C-b,T C-b,T C-b,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,T_Fam_3,T C-b,T C-b,T C-b,T C-b,H,ExL_Fam_4,Ch_Fam_4,Ch_Fam_4,ExL_Fam_4,WL-a,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_3,Ch_Fam_2,WL-a,WL-a,WL-a,Ch_Fam_1,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,ExL,ExL,WL-a,WL-a,WL-a,WL-a,WL-a,
19/7/20,"PL, Krk",6,6,6,no,H,WI-ger,Q-bl,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fam_1,Ch_Fam_2,Ch_Fam_3,T_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,T_Fam_1,H,WI-ger,WI-ger,Ch_Fam_4,Ch_Fam_4,WL-a,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_2,Ch_Fam_2,WL-a,WL-a,WL-a,WI-ger,ExL_Fam_1,T_Fam_2,T_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,Ch_Fam_5,T_Fam_2,T_Fam_2,ExL,ExL,WL-a-e_Fr_3,WL-a-e_Fr_3,WL-a-e_Fr_3,H,WL-a-e_Fr_1,WL-a-e_Fr_1,WL-a-e_Fr_1,WL-a-e_Fr_1,
20/7/20,"PL, Krk",6,7,5,no,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,H,P-sm,Q-yt,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,H,H,H,H,WI-ger,WL-a,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_2,Ch_Fam_2,WL-a,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_1,Ch_Fam_1,WI-ger,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WI-ger,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,H WL-ger,Ch-e_Fr_1,Ch-e_Fr_1,WL-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,H,
21/7/20,"PL, Krk",6,6,5,no,WI-ger,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,T_Fam_2,T_Fam_2,T_Fam_2,ExL_Fam_1,ExL_Fam_1,ExL_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Q_Fam_1,Q_Fam_1,Q_Fam_1,Q_Fam_1,T_Fam_1,T_Fam_1,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,T_Fam_1,H,H,T_Fam_1,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_1,Ch_Fam_1,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q-yt,Q-yt,Q-yt,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,H,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q-yt,Q-yt,
22/7/20,"PL, Pos",4,5,5,no,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,Ch_Fam_1,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,Q-g,Q-g,WI-ger,Ch_Fam_1,WI-ger,H,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q-yt,Q-yt,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_1,Ch_Fam_1,P-sm,WL-a,WI-ger,WI-ger,WI-ger,Q-yt,Q-yt,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,
23/7/20,"PL, Krk",5,6,4,no,Q-yt,Q-yt,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,H,WL-a,Ch_Fam_1,Ch_Fam_1,WL-a,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,WI-ger,Ch_Fam_1,H,T WI-ger,T WI-ger,T_Fam_1,WL-a,WL-a,T_Fam_1,WL-a,T_Fam_1,T_Fam_1,WL-a,WL-a,WL-a,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WL-a,WL-a,WL-a,WI-ger,WI-ger,ExL,ExL,WI-ger,WI-ger,WI-ger,WI-ger,WL-a,Q-yt,Q-yt,
24/7/20,"PL, Krk",6,6,5,no,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,Q-yt,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,T_Fam_1,WL-a_Fam_1,WL-a_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,WL-i,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,
25/7/20,"DE, Ber",6,7,7,a bit,T C-b,T C-b,T C-b,T C-b,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T H,T,T WL-ger,T WL-ger,T WL-ger,T C-b,T C-b,T C-b,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T S,T H,H,ExL,Q-ch,Q-ch,ExL,ExL,ExL,C-b,C-b,C-b,C-b,C-b,C-b,C-b,ExL,C-b,C-b,T_Fr_1,T_Fr_1,H,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,T,WL-a,H,Q-ch,Ch_Fr_1,Ch_Fr_1,
26/7/20,"TR, Ist",6,6,7,no,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,Q-ch,H,WL-a,WL-a,Q-ch,Q-ch,ExL_Fr_1,ExL_Fr_1,Ch_Fr_1,Ch_Fr_1,WL-a,T_Fr_1,T_Fr_1,WL-a,WL-a,I_Fr_1,I_Fr_1,I_Fr_1,I_Fr_1,T C-b,T C-b,T C-b,T C-b,,,,,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,WL-a,WL-a,WL-a,I_Fr_1,T C-b,T C-b,T C-b,T C-b,T C-b,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,ExI_Fr_1,ExL_Fr_1,Ch_Fr_1,ExL_Fr_1,ExI_Fr_1,ExI_Fr_1,ExL_Fr_1,Ch_Fr_1,ExL_Fr_1,ExL_Fr_1,
27/7/20,"TR, Capp",4,3,6,no,T_Fr_1,T_Fr_1,T_Fr_1,T_Fr_1,ExL_Fr_1,ExL_Fr_1,ExL_Fr_1,H,C-b,C-b,C-b,C-b,S,S,S,S,S,WL-a,WL-a,WL-a,I_Fr_2,I_Fr_2,I_Fr_2,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,T C-b,H,T C-b,T C-b,WL-a,H,I,T C-b,T C-b,T C-b,T C-b,I,T,ExL_Fr_2,H,H,H,ExL,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,Ch_Fr_1,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,ExL_Fr_2,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,ExL_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,WL-a_Fr_1,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,Ch_Fr_2,
